asset,market_id,market_slug,token_id,question,lag_hours,direction,n,correlation,tstat,pvalue_two_sided,candidate_score,days_bucket,volume_bucket,liquidity_bucket,volume_1mo_usd,volume_total_usd,liquidity_usd,exploratory_label
BTC,1823786,will-bitcoin-dip-to-30k-in-april-2026-724-192,84771301702351303074871180279903621715509085776274806851229789863791098403148,"Will Bitcoin dip to $30,000 in April?",4,poly_leads_crypto,265,-0.029687563810397655,-0.4816636829617078,0.6304454214770782,0.4816636829617078,<7d,100k-1m,100k-1m,803283.7854150027,803283.7854150046,164586.3617,EXPLORATORY ONLY - NOT TRADEABLE
BTC,1823784,will-bitcoin-dip-to-40k-in-april-2026-795-619,98951083891762751529749372132438032148715175020829409124970659708693351854318,"Will Bitcoin dip to $40,000 in April?",24,poly_leads_crypto,255,-0.029364225559007622,-0.46726809627870663,0.6407102616972067,0.46726809627870663,<7d,100k-1m,100k-1m,873175.1079320026,873175.1079320033,186868.12829,EXPLORATORY ONLY - NOT TRADEABLE
BTC,1345530,will-bitcoin-reach-80000-by-december-31-2026-195-842-488-785,57919935471407397521237084573781793510659396827525482575585173092467716045100,"Will Bitcoin reach $80,000 by December 31, 2026?",1,poly_leads_crypto,632,0.017694478274951398,0.4441974232333667,0.6570523920896735,0.4441974232333667,>90d,100k-1m,10k-100k,359045.5921890006,642867.6855509996,78398.76926,EXPLORATORY ONLY - NOT TRADEABLE
BTC,701494,will-bitcoin-reach-120000-by-december-31-2026-625-425-562,65965214225073605704712365855887384729237451947822407248598722221769498441791,"Will Bitcoin reach $120,000 by December 31, 2026?",4,poly_leads_crypto,306,-0.02482594053013605,-0.4329885156889623,0.6653301487358104,0.4329885156889623,>90d,100k-1m,10k-100k,151909.34371,675607.7652819979,44536.8836,EXPLORATORY ONLY - NOT TRADEABLE
ETH,1823794,will-ethereum-reach-3000-in-april-2026,98694887273478515891138203442549017191281454470497426834485838288268569808164,"Will Ethereum reach $3,000 in April?",4,poly_leads_crypto,399,0.021382592062422566,0.42614255916254434,0.6702349218208284,0.42614255916254434,<7d,100k-1m,100k-1m,598157.0221549993,598157.0221549993,117795.36379,EXPLORATORY ONLY - NOT TRADEABLE
ETH,1473059,will-ethereum-reach-3200-in-march-2026,109032826224197715026334794225382473216036340732102671964821699411734124191297,"Will Ethereum reach $3,200 in March?",4,poly_leads_crypto,97,0.04034976427900028,0.39360139671248356,0.6947573514473493,0.39360139671248356,<7d,100k-1m,unknown,,997433.0805379985,,EXPLORATORY ONLY - NOT TRADEABLE
XRP,1823900,will-xrp-reach-2pt4-in-april-2026,6907787482165930535735013797025597365762483807798181321474369791814479389352,Will XRP reach $2.40 in April?,24,poly_leads_crypto,393,0.019698783115513863,0.38959381708002466,0.6970490388398201,0.38959381708002466,<7d,10k-100k,10k-100k,96498.85069900002,96498.85069899993,28665.72915,EXPLORATORY ONLY - NOT TRADEABLE
ETH,1373744,megaeth-market-cap-fdv-800m-one-day-after-launch-987-114-655,61268780060811317912125567165718241493378747385698282791855508063291413917546,MegaETH market cap (FDV) >$800M one day after launch?,24,poly_leads_crypto,283,-0.02284952029768693,-0.38312778533633257,0.7019146913860006,0.38312778533633257,30-90d,100k-1m,100k-1m,682410.2087509993,794696.406094001,202851.2792,EXPLORATORY ONLY - NOT TRADEABLE
XRP,1823900,will-xrp-reach-2pt4-in-april-2026,6907787482165930535735013797025597365762483807798181321474369791814479389352,Will XRP reach $2.40 in April?,1,poly_leads_crypto,416,-0.018421433444056688,-0.3748843348880614,0.7079384548756817,0.3748843348880614,<7d,10k-100k,10k-100k,96498.85069900002,96498.85069899993,28665.72915,EXPLORATORY ONLY - NOT TRADEABLE
BTC,1823785,will-bitcoin-dip-to-35k-in-april-2026-269-515,55866919730905441060316639913713252112909337594136306040264616999652467664982,"Will Bitcoin dip to $35,000 in April?",24,poly_leads_crypto,287,-0.02193347497799212,-0.3703687734507255,0.7113828406295077,0.3703687734507255,<7d,100k-1m,100k-1m,587187.6072619988,587187.6072620042,118428.8457,EXPLORATORY ONLY - NOT TRADEABLE
BTC,701492,will-bitcoin-reach-140000-by-december-31-2026-131-829-299,71296910957902084356560391757722633648005498400799774895345285101862220728868,"Will Bitcoin reach $140,000 by December 31, 2026?",24,poly_leads_crypto,333,0.019700983902290928,0.35849756524779014,0.7201995271475514,0.35849756524779014,>90d,10k-100k,10k-100k,75533.53416499998,772108.5081680022,50782.3612,EXPLORATORY ONLY - NOT TRADEABLE
ETH,1473059,will-ethereum-reach-3200-in-march-2026,109032826224197715026334794225382473216036340732102671964821699411734124191297,"Will Ethereum reach $3,200 in March?",24,poly_leads_crypto,77,0.03928432864836525,0.34047508777348934,0.7344506141728927,0.34047508777348934,<7d,100k-1m,unknown,,997433.0805379985,,EXPLORATORY ONLY - NOT TRADEABLE
ETH,1823794,will-ethereum-reach-3000-in-april-2026,98694887273478515891138203442549017191281454470497426834485838288268569808164,"Will Ethereum reach $3,000 in April?",24,poly_leads_crypto,379,-0.01731029137623678,-0.3361554296151908,0.7369406770446507,0.3361554296151908,<7d,100k-1m,100k-1m,598157.0221549993,598157.0221549993,117795.36379,EXPLORATORY ONLY - NOT TRADEABLE
BTC,824952,microstrategy-sells-any-bitcoin-by-december-31-2026,111128191581505463501777127559667396812474366956707382672202929745167742497287,"MicroStrategy sells any Bitcoin by December 31, 2026?",1,poly_leads_crypto,336,0.017688478902563295,0.32331933248428396,0.7466557481572276,0.32331933248428396,30-90d,100k-1m,10k-100k,143984.23392300008,574606.4678400013,34148.2985,EXPLORATORY ONLY - NOT TRADEABLE
BTC,701493,will-bitcoin-reach-130000-by-december-31-2026-756-151-855,106722178102302988256241610384561546855057790384749278490135208236665942286983,"Will Bitcoin reach $130,000 by December 31, 2026?",24,poly_leads_crypto,665,0.012239170226212433,0.315167386106916,0.7527337362344221,0.315167386106916,>90d,100k-1m,10k-100k,202363.6980929998,889981.860761002,38333.3548,EXPLORATORY ONLY - NOT TRADEABLE
ETH,1383662,will-megaeth-launch-a-token-by-june-30-2026-676-993-477,29601542826076048097538062468538667893425689293490219370577801090612691914945,"Will MegaETH launch a token by June 30, 2026?",24,poly_leads_crypto,647,-0.012204570462754279,-0.3099807346920641,0.7566757321905039,0.3099807346920641,>90d,100k-1m,10k-100k,472815.76375299995,558581.732351,29217.43075,EXPLORATORY ONLY - NOT TRADEABLE
BTC,948958,bitcoin-all-time-high-by-december-31-2026,102959890468928530190954086704155483076852880798676895426376704430618826404382,"Bitcoin all time high by December 31, 2026?",1,poly_leads_crypto,336,0.0165068510278513,0.3017148185076164,0.7630572405449042,0.3017148185076164,>90d,100k-1m,10k-100k,150472.217921,769792.2449099988,45856.2478,EXPLORATORY ONLY - NOT TRADEABLE
ETH,1823808,will-ethereum-dip-to-200-in-april-2026,45066766949965778603315663573010696695673430548613485477519584798737825506732,Will Ethereum dip to $200 in April?,1,poly_leads_crypto,287,0.017358747845729227,0.2930935536627145,0.769663936070549,0.2930935536627145,<7d,100k-1m,100k-1m,835911.6006620002,835911.6006620011,171056.45452,EXPLORATORY ONLY - NOT TRADEABLE
BTC,692258,microstrategy-sells-any-bitcoin-by-june-30-2026,110251828161543119357013227499774714771527179764174739487025581227481937033858,"MicroStrategy sells any Bitcoin by June 30, 2026?",4,poly_leads_crypto,354,-0.014419267135330366,-0.27055755925204267,0.7868899108304677,0.27055755925204267,30-90d,100k-1m,10k-100k,139299.21556099996,998871.1045009972,74947.19606,EXPLORATORY ONLY - NOT TRADEABLE
ETH,1823808,will-ethereum-dip-to-200-in-april-2026,45066766949965778603315663573010696695673430548613485477519584798737825506732,Will Ethereum dip to $200 in April?,24,poly_leads_crypto,264,-0.01656045415745302,-0.2680911322871761,0.7888401206433018,0.2680911322871761,<7d,100k-1m,100k-1m,835911.6006620002,835911.6006620011,171056.45452,EXPLORATORY ONLY - NOT TRADEABLE
ETH,1823796,will-ethereum-reach-2600-in-april-2026,50308948122998050994686144925841639946050360545921215447281194779092729393480,"Will Ethereum reach $2,600 in April?",1,poly_leads_crypto,264,-0.016549076062267333,-0.26790688599063744,0.7889817883212776,0.26790688599063744,<7d,100k-1m,10k-100k,600641.6077859999,600641.6077859997,47248.51119,EXPLORATORY ONLY - NOT TRADEABLE
BTC,701491,will-bitcoin-reach-150000-by-december-31-2026-557-246-971,9408196828451163378822245032645030045707991112669125056198742225498158094445,"Will Bitcoin reach $150,000 by December 31, 2026?",1,poly_leads_crypto,396,-0.013428267581784033,-0.2665675355059563,0.7899416074371499,0.2665675355059563,>90d,100k-1m,10k-100k,118008.25690700008,846980.526583002,71161.4267,EXPLORATORY ONLY - NOT TRADEABLE
BTC,701493,will-bitcoin-reach-130000-by-december-31-2026-756-151-855,106722178102302988256241610384561546855057790384749278490135208236665942286983,"Will Bitcoin reach $130,000 by December 31, 2026?",1,poly_leads_crypto,688,0.010151423606725227,0.26589574468814225,0.790399393686848,0.26589574468814225,>90d,100k-1m,10k-100k,202363.6980929998,889981.860761002,38333.3548,EXPLORATORY ONLY - NOT TRADEABLE
ETH,1373744,megaeth-market-cap-fdv-800m-one-day-after-launch-987-114-655,61268780060811317912125567165718241493378747385698282791855508063291413917546,MegaETH market cap (FDV) >$800M one day after launch?,1,poly_leads_crypto,306,-0.014338579734738004,-0.25002738372526523,0.8027350471717735,0.25002738372526523,30-90d,100k-1m,100k-1m,682410.2087509993,794696.406094001,202851.2792,EXPLORATORY ONLY - NOT TRADEABLE
ETH,1823799,will-ethereum-dip-to-2000-in-april-2026,115443844896518160070261607488184121309794437412699113546532889479676113001808,"Will Ethereum dip to $2,000 in April?",1,poly_leads_crypto,297,0.013382297344486477,0.22986908908258055,0.8183528035010784,0.22986908908258055,<7d,100k-1m,10k-100k,695809.4473140007,695809.4473140008,52633.90362,EXPLORATORY ONLY - NOT TRADEABLE
ETH,701552,will-ethereum-dip-to-1500-by-december-31-2026,101639751789549589765350117072740510018809594718571111931328241076831078702528,"Will Ethereum dip to $1,500 by December 31, 2026?",4,poly_leads_crypto,410,0.011094822197745494,0.22411821750218844,0.8227775026859434,0.22411821750218844,>90d,100k-1m,10k-100k,164578.55726099998,761779.0427000016,55585.9309,EXPLORATORY ONLY - NOT TRADEABLE
BTC,1823769,will-bitcoin-reach-150k-in-april-2026,77276629954845974131206708639482331195080176051253233339450147891178665959820,"Will Bitcoin reach $150,000 in April?",24,poly_leads_crypto,245,0.014281284545922271,0.22264589991786912,0.8239981365831731,0.22264589991786912,<7d,>=1m,100k-1m,7997586.103078988,7997586.103078919,929194.09829,EXPLORATORY ONLY - NOT TRADEABLE
BTC,665258,will-china-unban-bitcoin-by-2027,91810646921497227084241579668235102205462718984593674693010693975258849328842,Will China unban Bitcoin by 2027?,4,poly_leads_crypto,577,0.008958690921568322,0.2148304827671528,0.8299756558042303,0.2148304827671528,>90d,10k-100k,10k-100k,96739.43797499988,818205.0446390073,34228.41932,EXPLORATORY ONLY - NOT TRADEABLE
ETH,1373744,megaeth-market-cap-fdv-800m-one-day-after-launch-987-114-655,61268780060811317912125567165718241493378747385698282791855508063291413917546,MegaETH market cap (FDV) >$800M one day after launch?,4,poly_leads_crypto,303,0.009275925371022323,0.16093821436137803,0.8722500255258848,0.16093821436137803,30-90d,100k-1m,100k-1m,682410.2087509993,794696.406094001,202851.2792,EXPLORATORY ONLY - NOT TRADEABLE
ETH,1823795,will-ethereum-reach-2800-in-april-2026,103455081209713767851750094101142549597038869631663604903086082563273644697340,"Will Ethereum reach $2,800 in April?",1,poly_leads_crypto,535,0.00677840095904216,0.15649513345423455,0.8757020119409861,0.15649513345423455,<7d,100k-1m,10k-100k,800292.2327309981,800292.2327309975,79459.06841,EXPLORATORY ONLY - NOT TRADEABLE
BTC,1823779,will-bitcoin-dip-to-65k-in-april-2026-355-765,91891168804884935930999247357727984305771756132991676079520973027739343180431,"Will Bitcoin dip to $65,000 in April?",4,poly_leads_crypto,491,-0.00632780033050133,-0.13993162945690835,0.888771626572216,0.13993162945690835,<7d,>=1m,100k-1m,5820349.331861002,5820349.331861019,176052.84978,EXPLORATORY ONLY - NOT TRADEABLE
BTC,701494,will-bitcoin-reach-120000-by-december-31-2026-625-425-562,65965214225073605704712365855887384729237451947822407248598722221769498441791,"Will Bitcoin reach $120,000 by December 31, 2026?",24,poly_leads_crypto,286,-0.008065395508935886,-0.1359248821461847,0.8919769601766689,0.1359248821461847,>90d,100k-1m,10k-100k,151909.34371,675607.7652819979,44536.8836,EXPLORATORY ONLY - NOT TRADEABLE
BTC,1339767,will-bitcoin-dip-to-50000-by-december-31-2026-454-325-222-878-949-487-451,13887983551129862992605123088744175927084435631400400451585519366058907542147,"Will Bitcoin dip to $50,000 by December 31, 2026?",1,poly_leads_crypto,565,-0.005665135259739387,-0.13442233963372494,0.8931166570213841,0.13442233963372494,>90d,100k-1m,10k-100k,445255.657327,851703.4220849988,62540.1977,EXPLORATORY ONLY - NOT TRADEABLE
ETH,1473059,will-ethereum-reach-3200-in-march-2026,109032826224197715026334794225382473216036340732102671964821699411734124191297,"Will Ethereum reach $3,200 in March?",1,poly_leads_crypto,100,-0.01252173588410765,-0.12396858011999243,0.9015940655057628,0.12396858011999243,<7d,100k-1m,unknown,,997433.0805379985,,EXPLORATORY ONLY - NOT TRADEABLE
ETH,1823796,will-ethereum-reach-2600-in-april-2026,50308948122998050994686144925841639946050360545921215447281194779092729393480,"Will Ethereum reach $2,600 in April?",24,poly_leads_crypto,241,0.00790048589573245,0.122142359932974,0.902888912938043,0.122142359932974,<7d,100k-1m,10k-100k,600641.6077859999,600641.6077859997,47248.51119,EXPLORATORY ONLY - NOT TRADEABLE
ETH,1823795,will-ethereum-reach-2800-in-april-2026,103455081209713767851750094101142549597038869631663604903086082563273644697340,"Will Ethereum reach $2,800 in April?",4,poly_leads_crypto,532,0.005103781648230708,0.11749940765583725,0.9065088270615655,0.11749940765583725,<7d,100k-1m,10k-100k,800292.2327309981,800292.2327309975,79459.06841,EXPLORATORY ONLY - NOT TRADEABLE
ETH,1823799,will-ethereum-dip-to-2000-in-april-2026,115443844896518160070261607488184121309794437412699113546532889479676113001808,"Will Ethereum dip to $2,000 in April?",24,poly_leads_crypto,274,0.006843212910532772,0.11286380130705136,0.9102217872829823,0.11286380130705136,<7d,100k-1m,10k-100k,695809.4473140007,695809.4473140008,52633.90362,EXPLORATORY ONLY - NOT TRADEABLE
SOL,1823881,will-solana-reach-160-in-april-2026,2239666445220242421622333852346062404205114740031545382107437837927896782621,Will Solana reach $160 in April?,1,poly_leads_crypto,427,0.0051858469138065634,0.10691041050047825,0.9149105011992285,0.10691041050047825,<7d,100k-1m,10k-100k,525253.4580469998,525253.4580469998,51776.28813,EXPLORATORY ONLY - NOT TRADEABLE
BTC,701495,will-bitcoin-reach-110000-by-december-31-2026-658-339-969,74843373582432484858627201602003648342208168490128239235522790524493414154441,"Will Bitcoin reach $110,000 by December 31, 2026?",24,poly_leads_crypto,544,-0.004483200551500684,-0.10437396328677732,0.9169111951652612,0.10437396328677732,>90d,100k-1m,10k-100k,150938.881097,746570.8963849989,47430.7886,EXPLORATORY ONLY - NOT TRADEABLE
BTC,692258,microstrategy-sells-any-bitcoin-by-june-30-2026,110251828161543119357013227499774714771527179764174739487025581227481937033858,"MicroStrategy sells any Bitcoin by June 30, 2026?",24,poly_leads_crypto,334,-0.003959677488476819,-0.07214932312569036,0.9425265187145861,0.07214932312569036,30-90d,100k-1m,10k-100k,139299.21556099996,998871.1045009972,74947.19606,EXPLORATORY ONLY - NOT TRADEABLE
BTC,1339767,will-bitcoin-dip-to-50000-by-december-31-2026-454-325-222-878-949-487-451,13887983551129862992605123088744175927084435631400400451585519366058907542147,"Will Bitcoin dip to $50,000 by December 31, 2026?",24,poly_leads_crypto,542,0.0027110656050221013,0.06299970315280903,0.949790052846141,0.06299970315280903,>90d,100k-1m,10k-100k,445255.657327,851703.4220849988,62540.1977,EXPLORATORY ONLY - NOT TRADEABLE
BTC,701491,will-bitcoin-reach-150000-by-december-31-2026-557-246-971,9408196828451163378822245032645030045707991112669125056198742225498158094445,"Will Bitcoin reach $150,000 by December 31, 2026?",24,poly_leads_crypto,373,-0.002778849766341404,-0.053524633184497454,0.957342713657439,0.053524633184497454,>90d,100k-1m,10k-100k,118008.25690700008,846980.526583002,71161.4267,EXPLORATORY ONLY - NOT TRADEABLE
ETH,1383662,will-megaeth-launch-a-token-by-june-30-2026-676-993-477,29601542826076048097538062468538667893425689293490219370577801090612691914945,"Will MegaETH launch a token by June 30, 2026?",1,poly_leads_crypto,670,-0.0017693021915095822,-0.04572891809051697,0.9635399813872525,0.04572891809051697,>90d,100k-1m,10k-100k,472815.76375299995,558581.732351,29217.43075,EXPLORATORY ONLY - NOT TRADEABLE
SOL,1938186,solana-above-90-on-april-17,78049396186231898492663494001134050059411966497302094454855717401716270526313,Will the price of Solana be above $90 on April 17?,1,poly_leads_crypto,55,-0.004541742235466078,-0.03306472358475038,0.9737471836812297,0.03306472358475038,<7d,10k-100k,unknown,,99793.93197000002,,EXPLORATORY ONLY - NOT TRADEABLE
BTC,824952,microstrategy-sells-any-bitcoin-by-december-31-2026,111128191581505463501777127559667396812474366956707382672202929745167742497287,"MicroStrategy sells any Bitcoin by December 31, 2026?",24,poly_leads_crypto,313,-0.0014070186243315638,-0.024813068273497513,0.9802199805261118,0.024813068273497513,30-90d,100k-1m,10k-100k,143984.23392300008,574606.4678400013,34148.2985,EXPLORATORY ONLY - NOT TRADEABLE
ETH,1823799,will-ethereum-dip-to-2000-in-april-2026,115443844896518160070261607488184121309794437412699113546532889479676113001808,"Will Ethereum dip to $2,000 in April?",4,poly_leads_crypto,294,0.001075677331941284,0.018381192939993272,0.9853473090560462,0.018381192939993272,<7d,100k-1m,10k-100k,695809.4473140007,695809.4473140008,52633.90362,EXPLORATORY ONLY - NOT TRADEABLE
BTC,1823769,will-bitcoin-reach-150k-in-april-2026,77276629954845974131206708639482331195080176051253233339450147891178665959820,"Will Bitcoin reach $150,000 in April?",4,poly_leads_crypto,265,0.0007708205121917005,0.012500611735324116,0.9900356918996541,0.012500611735324116,<7d,>=1m,100k-1m,7997586.103078988,7997586.103078919,929194.09829,EXPLORATORY ONLY - NOT TRADEABLE
BTC,701495,will-bitcoin-reach-110000-by-december-31-2026-658-339-969,74843373582432484858627201602003648342208168490128239235522790524493414154441,"Will Bitcoin reach $110,000 by December 31, 2026?",4,poly_leads_crypto,564,-0.00012534555445780645,-0.0029715093214194637,0.9976301365321274,0.0029715093214194637,>90d,100k-1m,10k-100k,150938.881097,746570.8963849989,47430.7886,EXPLORATORY ONLY - NOT TRADEABLE
BTC,1756103,bitcoin-up-or-down-march-30-2026-5am-et,104148078587508844353349920933756688218237557006821345106795482220576723212955,"Bitcoin Up or Down - March 30, 5AM ET",4,poly_leads_crypto,38,,,1.0,0.0,<7d,10k-100k,unknown,,99881.6341209998,,EXPLORATORY ONLY - NOT TRADEABLE
BTC,1756103,bitcoin-up-or-down-march-30-2026-5am-et,104148078587508844353349920933756688218237557006821345106795482220576723212955,"Bitcoin Up or Down - March 30, 5AM ET",24,poly_leads_crypto,18,,,1.0,0.0,<7d,10k-100k,unknown,,99881.6341209998,,EXPLORATORY ONLY - NOT TRADEABLE
BTC,948958,bitcoin-all-time-high-by-december-31-2026,102959890468928530190954086704155483076852880798676895426376704430618826404382,"Bitcoin all time high by December 31, 2026?",0,contemporaneous,337,-0.03986766563835108,-0.730278686697881,0.46573023222545906,0.730278686697881,>90d,100k-1m,10k-100k,150472.217921,769792.2449099988,45856.2478,EXPLORATORY ONLY - NOT TRADEABLE
BTC,948957,bitcoin-all-time-high-by-september-30-2026,50388900663189748675936681554126016850520413670342348778716337126803310768728,"Bitcoin all time high by September 30, 2026?",0,contemporaneous,305,-0.017698426509244896,-0.30812291630791344,0.7582005146927431,0.30812291630791344,>90d,100k-1m,10k-100k,177102.009143,546993.9814949998,67639.9176,EXPLORATORY ONLY - NOT TRADEABLE
BTC,1756103,bitcoin-up-or-down-march-30-2026-5am-et,104148078587508844353349920933756688218237557006821345106795482220576723212955,"Bitcoin Up or Down - March 30, 5AM ET",0,contemporaneous,42,0.048387020857288146,0.30638527088104733,0.7609004884496446,0.30638527088104733,<7d,10k-100k,unknown,,99881.6341209998,,EXPLORATORY ONLY - NOT TRADEABLE
BTC,824952,microstrategy-sells-any-bitcoin-by-december-31-2026,111128191581505463501777127559667396812474366956707382672202929745167742497287,"MicroStrategy sells any Bitcoin by December 31, 2026?",0,contemporaneous,337,-0.020149638575914675,-0.3688738304435418,0.7124547881030585,0.3688738304435418,30-90d,100k-1m,10k-100k,143984.23392300008,574606.4678400013,34148.2985,EXPLORATORY ONLY - NOT TRADEABLE
BTC,692258,microstrategy-sells-any-bitcoin-by-june-30-2026,110251828161543119357013227499774714771527179764174739487025581227481937033858,"MicroStrategy sells any Bitcoin by June 30, 2026?",0,contemporaneous,358,-0.043024411397557326,-0.8125353611273424,0.41702752051972247,0.8125353611273424,30-90d,100k-1m,10k-100k,139299.21556099996,998871.1045009972,74947.19606,EXPLORATORY ONLY - NOT TRADEABLE
BTC,1343220,will-bitcoin-dip-to-10000-by-december-31-2026-888-644-567-258-946-853,42439528758178981890895605039938161151582654744978607695897321288347422769852,"Will Bitcoin dip to $10,000 by December 31, 2026?",0,contemporaneous,692,0.0073467665816227545,0.19298897879343552,0.8470243900522878,0.19298897879343552,>90d,100k-1m,10k-100k,157241.6907210001,555986.2109070019,63713.42795,EXPLORATORY ONLY - NOT TRADEABLE
BTC,701504,will-bitcoin-dip-to-25000-by-december-31-2026-948-243-253-666-115-787-981-282-573-719-186-417-762-754-486-851-278-145,58908160299895538838177673280060816284346493901538403975218911918392404378292,"Will Bitcoin dip to $25,000 by December 31, 2026?",0,contemporaneous,541,0.14471623788880034,3.3955303086899553,0.0007354364214685514,3.3955303086899553,>90d,100k-1m,10k-100k,164712.26241800003,712219.070735,68840.9739,EXPLORATORY ONLY - NOT TRADEABLE
BTC,1823786,will-bitcoin-dip-to-30k-in-april-2026-724-192,84771301702351303074871180279903621715509085776274806851229789863791098403148,"Will Bitcoin dip to $30,000 in April?",0,contemporaneous,269,0.022143220367967672,0.361911939749235,0.7177040955363677,0.361911939749235,<7d,100k-1m,100k-1m,803283.7854150027,803283.7854150046,164586.3617,EXPLORATORY ONLY - NOT TRADEABLE
BTC,1823785,will-bitcoin-dip-to-35k-in-april-2026-269-515,55866919730905441060316639913713252112909337594136306040264616999652467664982,"Will Bitcoin dip to $35,000 in April?",0,contemporaneous,311,-0.023858136793322274,-0.41950718333088005,0.6751370099672103,0.41950718333088005,<7d,100k-1m,100k-1m,587187.6072619988,587187.6072620042,118428.8457,EXPLORATORY ONLY - NOT TRADEABLE
BTC,1823784,will-bitcoin-dip-to-40k-in-april-2026-795-619,98951083891762751529749372132438032148715175020829409124970659708693351854318,"Will Bitcoin dip to $40,000 in April?",0,contemporaneous,279,-0.01929800457620311,-0.32124263022009314,0.7482687787638739,0.32124263022009314,<7d,100k-1m,100k-1m,873175.1079320026,873175.1079320033,186868.12829,EXPLORATORY ONLY - NOT TRADEABLE
BTC,1339767,will-bitcoin-dip-to-50000-by-december-31-2026-454-325-222-878-949-487-451,13887983551129862992605123088744175927084435631400400451585519366058907542147,"Will Bitcoin dip to $50,000 by December 31, 2026?",0,contemporaneous,566,0.06856783918451763,1.6322374998534255,0.10318762309796137,1.6322374998534255,>90d,100k-1m,10k-100k,445255.657327,851703.4220849988,62540.1977,EXPLORATORY ONLY - NOT TRADEABLE
BTC,1823779,will-bitcoin-dip-to-65k-in-april-2026-355-765,91891168804884935930999247357727984305771756132991676079520973027739343180431,"Will Bitcoin dip to $65,000 in April?",0,contemporaneous,495,-0.04755284699541007,-1.0570403559405115,0.2910108484765461,1.0570403559405115,<7d,>=1m,100k-1m,5820349.331861002,5820349.331861019,176052.84978,EXPLORATORY ONLY - NOT TRADEABLE
BTC,1393070,will-bitcoin-reach-1000000-by-december-31-2026-946,18571303954259773157233385333455041418270179723020753158306812650937565180666,"Will Bitcoin reach $1,000,000 by December 31, 2026?",0,contemporaneous,530,0.04763236036858175,1.0957520624434995,0.27368683710046393,1.0957520624434995,>90d,100k-1m,100k-1m,582121.2551080002,966491.5530770047,110823.19725,EXPLORATORY ONLY - NOT TRADEABLE
BTC,1823771,will-bitcoin-reach-105k-in-april-2026,5855998775638456008143009293415543579001929689452953587667154608243793082021,"Will Bitcoin reach $105,000 in April?",0,contemporaneous,457,-0.02155114844381401,-0.45980849914946265,0.6458733107239552,0.45980849914946265,<7d,100k-1m,10k-100k,863597.2950850005,863597.2950850041,82214.30441,EXPLORATORY ONLY - NOT TRADEABLE
BTC,701495,will-bitcoin-reach-110000-by-december-31-2026-658-339-969,74843373582432484858627201602003648342208168490128239235522790524493414154441,"Will Bitcoin reach $110,000 by December 31, 2026?",0,contemporaneous,568,0.04188195986568195,0.997278471690022,0.31905551745083605,0.997278471690022,>90d,100k-1m,10k-100k,150938.881097,746570.8963849989,47430.7886,EXPLORATORY ONLY - NOT TRADEABLE
BTC,701494,will-bitcoin-reach-120000-by-december-31-2026-625-425-562,65965214225073605704712365855887384729237451947822407248598722221769498441791,"Will Bitcoin reach $120,000 by December 31, 2026?",0,contemporaneous,310,0.037487418784037455,0.6583642940820189,0.510795885089588,0.6583642940820189,>90d,100k-1m,10k-100k,151909.34371,675607.7652819979,44536.8836,EXPLORATORY ONLY - NOT TRADEABLE
BTC,701493,will-bitcoin-reach-130000-by-december-31-2026-756-151-855,106722178102302988256241610384561546855057790384749278490135208236665942286983,"Will Bitcoin reach $130,000 by December 31, 2026?",0,contemporaneous,689,-0.014504731597638902,-0.3802189473660141,0.7039004169768402,0.3802189473660141,>90d,100k-1m,10k-100k,202363.6980929998,889981.860761002,38333.3548,EXPLORATORY ONLY - NOT TRADEABLE
BTC,701492,will-bitcoin-reach-140000-by-december-31-2026-131-829-299,71296910957902084356560391757722633648005498400799774895345285101862220728868,"Will Bitcoin reach $140,000 by December 31, 2026?",0,contemporaneous,357,-0.09556797155430884,-1.8089181412284785,0.07130958567413175,1.8089181412284785,>90d,10k-100k,10k-100k,75533.53416499998,772108.5081680022,50782.3612,EXPLORATORY ONLY - NOT TRADEABLE
BTC,701491,will-bitcoin-reach-150000-by-december-31-2026-557-246-971,9408196828451163378822245032645030045707991112669125056198742225498158094445,"Will Bitcoin reach $150,000 by December 31, 2026?",0,contemporaneous,397,-0.06453918208784774,-1.2853706490560195,0.19941590040812096,1.2853706490560195,>90d,100k-1m,10k-100k,118008.25690700008,846980.526583002,71161.4267,EXPLORATORY ONLY - NOT TRADEABLE
BTC,1823769,will-bitcoin-reach-150k-in-april-2026,77276629954845974131206708639482331195080176051253233339450147891178665959820,"Will Bitcoin reach $150,000 in April?",0,contemporaneous,269,-0.06829578518148706,-1.1185740646395295,0.264327251098495,1.1185740646395295,<7d,>=1m,100k-1m,7997586.103078988,7997586.103078919,929194.09829,EXPLORATORY ONLY - NOT TRADEABLE
BTC,1345530,will-bitcoin-reach-80000-by-december-31-2026-195-842-488-785,57919935471407397521237084573781793510659396827525482575585173092467716045100,"Will Bitcoin reach $80,000 by December 31, 2026?",0,contemporaneous,633,-0.04942962146330858,-1.2431775722516574,0.21426411810793788,1.2431775722516574,>90d,100k-1m,10k-100k,359045.5921890006,642867.6855509996,78398.76926,EXPLORATORY ONLY - NOT TRADEABLE
BTC,1823776,will-bitcoin-reach-80k-in-april-2026-794,22893138393795740138249503228269517733051888602506683062209713465144747482167,"Will Bitcoin reach $80,000 in April?",0,contemporaneous,564,0.01604116704613189,0.3803294912663742,0.7038445467539138,0.3803294912663742,<7d,>=1m,10k-100k,7015203.707480963,7015203.707480978,79372.4545,EXPLORATORY ONLY - NOT TRADEABLE
